studentnummer;datum;antwoord;toelichting
100802;2026-03-09;1;Tentamens zijn goed gegaan
100802;2026-03-16;1;
100802;2026-04-13;1;
100802;2026-04-20;1;Goed weekend gehad
100802;2026-04-27;1;Goed weekend gehad
100802;2026-05-04;1;
100803;2026-03-09;1;Stage gaat lekker
100803;2026-03-16;2;
100804;2026-03-09;1;Goed weekend gehad
100804;2026-03-23;1;
100804;2026-04-13;1;
100804;2026-04-27;2;
100805;2026-03-02;1;
100805;2026-03-09;1;Stage gaat lekker
100805;2026-03-30;1;
100805;2026-04-06;2;
100805;2026-04-27;1;
100806;2026-03-23;1;Het loopt
100806;2026-04-13;1;
100806;2026-04-27;1;
100807;2026-04-06;1;
100807;2026-04-27;2;
100808;2026-03-02;1;
100808;2026-03-30;1;Beetje beter
100808;2026-04-20;1;Stage gaat lekker
100809;2026-03-02;1;
100809;2026-03-09;2;
100809;2026-03-23;1;
100809;2026-03-30;1;
100809;2026-04-06;1;
100809;2026-04-20;1;
100810;2026-04-06;1;
100810;2026-05-04;1;Het loopt
100811;2026-03-09;1;
100811;2026-03-23;1;Stage gaat lekker
100811;2026-03-30;2;
100811;2026-04-06;1;Beetje beter
100812;2026-03-02;2;
100812;2026-03-23;2;
100812;2026-04-27;1;Goed weekend gehad
100813;2026-03-02;1;
100813;2026-03-30;1;Stage gaat lekker
100813;2026-04-06;2;
100813;2026-04-13;1;
100813;2026-04-20;1;
100813;2026-04-27;1;
100813;2026-05-04;1;
100814;2026-03-09;1;
100814;2026-03-16;2;
100814;2026-03-23;1;
100814;2026-03-30;1;
100814;2026-04-20;1;
100814;2026-05-04;1;
100815;2026-03-09;3;
100815;2026-04-06;1;
100815;2026-04-13;3;Nog steeds moeilijk
100815;2026-04-27;1;
100815;2026-05-04;2;Moeite met plannen
100816;2026-04-06;2;
100816;2026-05-04;1;
100817;2026-03-16;2;Beetje stress
100817;2026-03-23;1;
100817;2026-03-30;1;
100817;2026-04-06;1;
100817;2026-05-04;1;
100818;2026-03-02;2;
100818;2026-03-16;3;
100819;2026-03-02;1;Tentamens zijn goed gegaan
100819;2026-03-16;2;
100819;2026-03-23;2;
100819;2026-04-06;1;Stage gaat lekker
100819;2026-05-04;3;Echt te veel allemaal
100820;2026-03-02;1;
100820;2026-03-16;1;Tentamens zijn goed gegaan
100820;2026-03-30;1;
100820;2026-04-13;1;Tentamens zijn goed gegaan
100820;2026-04-27;1;
100821;2026-03-02;2;
100821;2026-03-16;1;
100821;2026-03-23;1;
100821;2026-03-30;1;Goed weekend gehad
100821;2026-04-20;2;
100821;2026-04-27;1;
100822;2026-03-09;1;
100822;2026-03-16;1;
100822;2026-04-06;2;
100822;2026-04-13;1;
100822;2026-04-27;1;Stage gaat lekker
100823;2026-03-09;1;Lekker bezig deze week
100823;2026-03-16;1;
100823;2026-04-13;2;
100823;2026-04-20;1;Lekker bezig deze week
100823;2026-05-04;1;
100824;2026-03-02;2;Toetsen stapelen op
100824;2026-03-09;1;
100824;2026-03-16;1;
100824;2026-03-30;1;
100824;2026-05-04;1;
100825;2026-03-30;1;
100825;2026-04-06;1;Goed weekend gehad
100825;2026-04-13;1;
100825;2026-04-20;1;
100825;2026-04-27;3;
100825;2026-05-04;2;Niet helemaal lekker
100826;2026-03-02;1;
100826;2026-03-09;2;Privé dingen spelen
100826;2026-03-16;1;Beetje beter
100826;2026-03-23;1;
100826;2026-03-30;1;
100826;2026-04-06;1;Lekker bezig deze week
100826;2026-04-20;1;
100826;2026-05-04;2;Niet helemaal lekker
100827;2026-03-16;1;
100828;2026-03-02;1;Goed weekend gehad
100828;2026-03-16;2;
100828;2026-03-30;1;
100828;2026-05-04;1;Stage gaat lekker
100829;2026-03-30;2;
100829;2026-04-13;1;Het loopt
100829;2026-04-20;1;
100830;2026-03-09;1;
100830;2026-03-23;1;Tentamens zijn goed gegaan
100830;2026-03-30;1;
100830;2026-04-06;1;
100830;2026-04-20;1;Tentamens zijn goed gegaan
100830;2026-05-04;1;Beetje beter
100831;2026-04-06;2;
100831;2026-04-27;2;Privé dingen spelen
100832;2026-03-16;1;
100832;2026-03-23;2;
100832;2026-04-13;3;
100833;2026-03-16;3;
100833;2026-03-23;1;
100833;2026-04-13;1;Stage gaat lekker
100834;2026-03-02;1;
100834;2026-03-09;1;
100834;2026-03-16;1;
100834;2026-03-23;1;
100834;2026-03-30;1;
100834;2026-05-04;2;
100835;2026-03-02;1;
100835;2026-03-16;1;Beetje beter
100835;2026-03-23;1;Lekker bezig deze week
100836;2026-03-09;2;Moeite met plannen
100836;2026-03-16;2;Veel huiswerk deze week
100836;2026-03-30;1;
100836;2026-04-13;2;
100836;2026-04-20;2;Privé dingen spelen
100837;2026-03-23;1;
100837;2026-03-30;1;Tentamens zijn goed gegaan
100837;2026-04-06;1;
100837;2026-04-13;1;Tentamens zijn goed gegaan
100837;2026-05-04;2;Toetsen stapelen op
100838;2026-03-16;1;
100838;2026-03-30;2;Moeite met plannen
100838;2026-04-06;2;Veel huiswerk deze week
100838;2026-04-13;2;
100838;2026-04-20;1;
100839;2026-03-02;1;
100839;2026-03-23;2;
100839;2026-05-04;2;
100840;2026-03-09;1;
100840;2026-03-30;2;
100840;2026-04-06;2;
100840;2026-04-13;1;Beetje beter
100840;2026-05-04;1;
100841;2026-03-02;2;
100841;2026-03-16;2;
100841;2026-03-30;1;
100841;2026-04-13;1;Beetje beter
100841;2026-04-20;2;
100841;2026-04-27;1;Goed weekend gehad
100841;2026-05-04;3;
100842;2026-03-09;2;Moeite met plannen
100842;2026-03-16;2;
100842;2026-03-23;2;Slechte nachtrust
100842;2026-04-20;2;
100842;2026-04-27;1;Goed weekend gehad
100843;2026-03-02;1;
100843;2026-03-09;1;
100843;2026-03-23;1;
100843;2026-03-30;3;
100843;2026-04-13;1;Tentamens zijn goed gegaan
100843;2026-04-20;1;
100843;2026-05-04;2;Toetsen stapelen op
100844;2026-03-16;1;Lekker bezig deze week
100844;2026-03-30;2;
100844;2026-04-06;1;
100844;2026-04-13;1;
100844;2026-05-04;1;
100845;2026-03-02;2;Veel huiswerk deze week
100845;2026-03-16;1;
100845;2026-03-23;1;
100845;2026-04-20;1;
100845;2026-04-27;1;
100846;2026-03-23;1;
100846;2026-03-30;1;
100846;2026-04-13;1;
100846;2026-04-20;1;
100846;2026-04-27;1;
100846;2026-05-04;1;
100847;2026-03-09;1;Lekker bezig deze week
100847;2026-03-16;3;
100847;2026-03-30;1;
100847;2026-04-20;2;
100847;2026-05-04;1;Goed weekend gehad
100848;2026-03-02;1;Lekker bezig deze week
100848;2026-03-16;1;
100848;2026-03-23;2;
100848;2026-03-30;2;
100848;2026-04-13;1;
100848;2026-04-20;2;
100848;2026-04-27;1;Lekker bezig deze week
100849;2026-03-02;2;
100849;2026-03-09;1;Lekker bezig deze week
100849;2026-04-06;1;
100850;2026-03-09;1;
100850;2026-03-16;1;
100850;2026-03-23;1;
100850;2026-04-06;1;
100850;2026-04-20;3;Veel privé gedoe
100850;2026-04-27;1;
100851;2026-03-09;2;Druk met stage
100851;2026-03-30;1;
100851;2026-04-06;1;
100851;2026-04-13;2;
100851;2026-04-20;1;
100852;2026-03-09;1;
100852;2026-03-30;3;Geen zin meer in school
100852;2026-04-13;3;
100853;2026-03-23;1;Het loopt
100853;2026-03-30;1;
100853;2026-04-06;2;
100853;2026-04-20;2;
100854;2026-03-02;1;
100854;2026-03-16;1;
100854;2026-03-23;1;
100854;2026-04-13;3;Ik snap de leerstof niet
100854;2026-04-20;1;Beetje beter
100855;2026-03-02;1;
100855;2026-03-16;2;Toetsen stapelen op
100855;2026-03-30;1;
100855;2026-04-27;1;
100856;2026-03-16;2;
100856;2026-03-23;1;
100856;2026-04-20;1;
100856;2026-05-04;1;
100857;2026-03-09;1;Lekker bezig deze week
100857;2026-04-06;1;Goed weekend gehad
100857;2026-04-13;2;
100857;2026-04-27;3;Ik snap de leerstof niet
100858;2026-03-09;1;
100858;2026-03-16;1;
100858;2026-04-13;1;
100858;2026-04-27;2;Druk met stage
100858;2026-05-04;1;
100859;2026-03-02;3;
100859;2026-03-16;1;Het loopt
100859;2026-03-23;1;Beetje beter
100859;2026-04-13;1;
100860;2026-03-02;2;Veel huiswerk deze week
100860;2026-03-09;1;Het loopt
100860;2026-03-30;2;Slechte nachtrust
100860;2026-04-20;3;
100861;2026-03-02;1;Beetje beter
100861;2026-03-09;1;
100861;2026-03-16;2;
100861;2026-03-23;3;Veel privé gedoe
100861;2026-03-30;2;Beetje stress
100861;2026-04-06;2;
100861;2026-04-13;1;Goed weekend gehad
100861;2026-04-20;1;
100861;2026-04-27;1;
100862;2026-03-09;2;Veel huiswerk deze week
100862;2026-04-13;2;
100862;2026-04-20;1;
100863;2026-03-09;1;
100863;2026-03-16;2;
100863;2026-03-23;3;
100864;2026-03-02;1;
100864;2026-03-09;1;Lekker bezig deze week
100864;2026-04-06;1;Lekker bezig deze week
100864;2026-04-13;1;
100865;2026-03-30;3;
100866;2026-03-02;2;
100866;2026-03-16;1;Het loopt
100866;2026-04-06;1;
100866;2026-04-13;1;Het loopt
100866;2026-04-20;1;
100867;2026-03-02;1;
100867;2026-03-23;2;
100867;2026-04-13;1;
100867;2026-04-27;1;
100867;2026-05-04;1;
100868;2026-03-02;2;
100868;2026-03-09;1;Stage gaat lekker
100868;2026-04-06;2;Beetje stress
100868;2026-04-20;2;
100868;2026-04-27;1;
100869;2026-03-02;1;Lekker bezig deze week
100869;2026-03-09;1;
100869;2026-03-16;1;
100869;2026-04-20;2;
100869;2026-05-04;1;Goed weekend gehad
100870;2026-03-09;3;Geen zin meer in school
100870;2026-03-16;1;
100870;2026-03-23;1;
100870;2026-03-30;1;
100870;2026-04-27;1;
100870;2026-05-04;1;
100871;2026-04-06;1;Stage gaat lekker
100872;2026-03-02;1;
100872;2026-03-09;1;
100872;2026-03-16;1;
100872;2026-03-30;1;
100873;2026-03-23;1;Tentamens zijn goed gegaan
100873;2026-04-06;1;
100873;2026-04-13;1;Stage gaat lekker
100874;2026-03-09;2;
100874;2026-04-06;1;
100874;2026-04-27;1;
100874;2026-05-04;1;
100875;2026-03-09;1;Tentamens zijn goed gegaan
100875;2026-03-16;1;Beetje beter
100875;2026-04-06;2;
100875;2026-04-27;1;
100876;2026-03-02;2;Beetje stress
100876;2026-03-09;2;Beetje stress
100876;2026-03-16;2;
100876;2026-04-06;1;
100877;2026-03-02;2;Privé dingen spelen
100877;2026-03-16;1;
100877;2026-03-30;3;
100877;2026-04-20;3;
100877;2026-04-27;1;
100877;2026-05-04;2;
100878;2026-03-02;2;
100878;2026-03-16;2;
100878;2026-03-23;2;Slechte nachtrust
100878;2026-04-06;1;
100878;2026-04-20;2;
100878;2026-04-27;1;
100878;2026-05-04;3;
100879;2026-03-02;2;
100879;2026-03-09;1;
100879;2026-04-13;1;
100879;2026-04-27;1;
100880;2026-03-09;2;
100880;2026-04-06;2;
100880;2026-04-27;1;Lekker bezig deze week
100880;2026-05-04;1;
100881;2026-03-16;2;
100881;2026-04-06;1;
100881;2026-04-13;1;
100881;2026-04-20;1;
100881;2026-04-27;1;Tentamens zijn goed gegaan
100882;2026-03-09;1;Tentamens zijn goed gegaan
100882;2026-03-16;3;
100882;2026-03-23;3;
100882;2026-04-06;3;
100882;2026-04-13;3;
100882;2026-04-20;1;
100882;2026-04-27;1;
100882;2026-05-04;3;
100883;2026-03-09;1;
100883;2026-03-16;1;Goed weekend gehad
100883;2026-04-13;1;
100883;2026-04-27;1;
100884;2026-03-09;3;
100884;2026-03-30;1;
100884;2026-04-06;1;
100884;2026-04-13;1;Het loopt
100884;2026-04-27;1;
100884;2026-05-04;1;
100885;2026-03-23;2;Beetje stress
100885;2026-04-13;1;Lekker bezig deze week
100885;2026-05-04;1;
100886;2026-03-02;1;
100886;2026-03-09;1;
100886;2026-03-23;2;
100886;2026-04-13;1;
100886;2026-04-20;1;
100886;2026-04-27;1;
100887;2026-03-09;2;
100887;2026-03-16;1;
100887;2026-03-23;1;
100887;2026-03-30;1;
100887;2026-04-20;2;
100887;2026-04-27;1;Goed weekend gehad
100888;2026-03-16;1;
100888;2026-03-30;1;
100888;2026-04-06;2;
100888;2026-04-13;2;
100888;2026-04-20;1;
100888;2026-04-27;1;
100889;2026-03-16;1;Goed weekend gehad
100889;2026-03-23;1;
100889;2026-03-30;1;
100889;2026-04-06;1;
100889;2026-04-13;1;Tentamens zijn goed gegaan
100889;2026-04-20;1;
100889;2026-04-27;1;
100890;2026-03-02;1;
100890;2026-03-09;1;
100890;2026-03-30;2;
100890;2026-04-27;1;Beetje beter
100890;2026-05-04;2;
100891;2026-03-09;2;
100891;2026-04-13;3;
100891;2026-04-20;1;
100891;2026-04-27;1;
100892;2026-03-09;1;Beetje beter
100892;2026-04-06;1;
100892;2026-04-13;1;Goed weekend gehad
100893;2026-03-16;1;
100893;2026-03-23;1;
100893;2026-03-30;1;
100893;2026-04-06;1;Het loopt
100893;2026-04-20;1;
100893;2026-05-04;1;
100894;2026-03-02;1;
100894;2026-03-30;1;
100894;2026-04-20;1;
100894;2026-04-27;1;Lekker bezig deze week
100894;2026-05-04;2;
100895;2026-03-23;1;
100895;2026-03-30;1;
100895;2026-04-06;1;Lekker bezig deze week
100895;2026-04-13;1;Stage gaat lekker
100895;2026-04-20;1;
100895;2026-04-27;1;Het loopt
100896;2026-03-02;1;
100896;2026-03-16;1;
100896;2026-04-06;1;
100896;2026-04-27;3;
100896;2026-05-04;1;
100897;2026-03-09;1;
100897;2026-03-16;1;
100897;2026-04-06;1;
100897;2026-04-27;1;Stage gaat lekker
100898;2026-03-02;1;Goed weekend gehad
100898;2026-03-23;1;Beetje beter
100899;2026-03-02;1;Tentamens zijn goed gegaan
100899;2026-03-09;1;
100899;2026-03-30;1;
100899;2026-04-06;2;Slechte nachtrust
100899;2026-04-13;1;
100899;2026-04-20;2;
100900;2026-03-02;1;Lekker bezig deze week
100900;2026-03-09;1;Beetje beter
100900;2026-03-16;2;
100900;2026-04-06;1;
100900;2026-04-20;1;
100900;2026-04-27;2;Privé dingen spelen
100901;2026-03-09;1;
100901;2026-03-16;1;Beetje beter
100901;2026-03-23;1;
100901;2026-04-06;1;
100901;2026-04-13;1;
100901;2026-04-27;1;Stage gaat lekker
100902;2026-03-02;2;
100902;2026-04-06;2;
100902;2026-04-13;2;
100903;2026-03-16;1;Lekker bezig deze week
100903;2026-03-23;2;
100903;2026-04-13;1;
100903;2026-04-20;1;Lekker bezig deze week
100903;2026-04-27;1;
100903;2026-05-04;2;Privé dingen spelen
100904;2026-03-02;2;Privé dingen spelen
100904;2026-03-09;1;
100904;2026-03-16;1;
100904;2026-03-23;1;
100904;2026-03-30;1;Beetje beter
100904;2026-04-13;1;Goed weekend gehad
100904;2026-04-27;1;
100905;2026-03-09;1;
100905;2026-03-16;1;Het loopt
100905;2026-04-06;1;
100905;2026-04-20;1;Beetje beter
100905;2026-04-27;2;Veel huiswerk deze week
100906;2026-03-16;3;
100906;2026-03-23;1;
100906;2026-04-06;1;Het loopt
100907;2026-03-09;1;
100908;2026-03-09;1;
100908;2026-03-23;1;Stage gaat lekker
100908;2026-03-30;1;
100908;2026-04-20;2;
100908;2026-05-04;1;
100909;2026-03-02;2;
100909;2026-03-09;1;
100909;2026-03-16;1;
100909;2026-03-30;1;Beetje beter
100909;2026-04-20;1;Het loopt
100910;2026-03-02;1;
100910;2026-03-09;1;
100910;2026-04-06;2;Veel huiswerk deze week
100911;2026-03-09;2;
100911;2026-03-16;1;
100911;2026-03-23;1;Goed weekend gehad
100911;2026-03-30;1;Beetje beter
100911;2026-04-20;1;Goed weekend gehad
100912;2026-03-09;1;
100912;2026-03-16;1;Het loopt
100912;2026-04-06;1;
100912;2026-04-13;1;
100912;2026-04-20;1;Lekker bezig deze week
100913;2026-03-09;1;
100913;2026-03-23;2;
100913;2026-03-30;3;
100913;2026-04-06;2;
100913;2026-04-13;2;
100913;2026-04-27;3;
100914;2026-03-02;1;
100914;2026-03-23;1;
100914;2026-03-30;1;Goed weekend gehad
100914;2026-04-20;1;Lekker bezig deze week
100914;2026-05-04;1;
100915;2026-03-09;1;Tentamens zijn goed gegaan
100915;2026-03-23;1;
100915;2026-03-30;1;
100915;2026-04-27;1;
100916;2026-03-16;1;Goed weekend gehad
100916;2026-04-06;1;
100916;2026-04-13;1;
100916;2026-04-20;2;Druk met stage
100916;2026-04-27;1;
100917;2026-03-30;2;
100917;2026-04-06;2;Moeite met plannen
100917;2026-04-13;1;
100917;2026-04-20;1;
100917;2026-04-27;1;
100918;2026-03-09;1;
100918;2026-03-23;1;Lekker bezig deze week
100918;2026-04-06;2;
100919;2026-03-02;3;
100919;2026-04-06;2;
100919;2026-04-27;1;
100919;2026-05-04;1;Tentamens zijn goed gegaan
100920;2026-03-16;1;Het loopt
100920;2026-03-23;1;
100920;2026-04-06;2;Beetje stress
100920;2026-04-20;2;Slechte nachtrust
100920;2026-04-27;2;
100921;2026-03-09;2;
100921;2026-03-16;1;
100921;2026-03-23;2;
100921;2026-03-30;1;
100921;2026-04-13;1;
100921;2026-04-20;1;
100921;2026-04-27;1;
100921;2026-05-04;1;
100922;2026-03-16;2;
100922;2026-04-27;1;
100923;2026-03-02;1;
100923;2026-03-09;3;Veel privé gedoe
100923;2026-03-23;2;Niet helemaal lekker
100924;2026-03-09;1;
100924;2026-03-16;3;
100924;2026-04-06;1;
100924;2026-04-20;1;
100924;2026-05-04;1;
100925;2026-03-16;3;
100925;2026-03-30;1;
100925;2026-04-06;1;Stage gaat lekker
100925;2026-05-04;1;Stage gaat lekker
100926;2026-03-02;1;
100926;2026-03-09;2;Privé dingen spelen
100926;2026-04-06;1;
100926;2026-04-20;1;
100926;2026-04-27;1;Tentamens zijn goed gegaan
100927;2026-03-02;1;
100927;2026-03-09;1;
100927;2026-03-16;1;Stage gaat lekker
100927;2026-04-06;1;Het loopt
100927;2026-04-27;1;
100928;2026-03-02;1;Goed weekend gehad
100928;2026-03-09;1;
100928;2026-03-16;1;
100928;2026-04-06;1;Lekker bezig deze week
100929;2026-03-09;1;
100929;2026-03-23;2;Moeite met plannen
100929;2026-03-30;1;Lekker bezig deze week
100929;2026-04-20;1;
100930;2026-03-16;2;
100930;2026-03-23;1;Goed weekend gehad
100930;2026-04-13;1;Stage gaat lekker
100930;2026-04-20;2;Niet helemaal lekker
100930;2026-04-27;1;
100930;2026-05-04;1;
100931;2026-03-09;2;
100931;2026-03-30;1;
100931;2026-04-20;3;Conflict met stagebegeleider
100931;2026-05-04;3;
100932;2026-03-02;1;
100932;2026-03-23;1;
100932;2026-04-13;1;
100932;2026-04-20;1;
100932;2026-04-27;3;
100933;2026-03-09;2;Toetsen stapelen op
100933;2026-03-16;2;Veel huiswerk deze week
100933;2026-03-30;1;
100933;2026-04-06;1;Goed weekend gehad
100933;2026-04-13;1;Lekker bezig deze week
100933;2026-04-20;1;
100933;2026-05-04;1;Beetje beter
100934;2026-03-02;1;
100934;2026-03-09;1;
100934;2026-03-16;1;
100934;2026-03-30;1;
100934;2026-04-06;1;
100934;2026-04-13;1;
100934;2026-04-20;1;
100934;2026-04-27;1;
100935;2026-03-02;1;
100935;2026-03-23;1;Het loopt
100935;2026-04-20;1;Het loopt
100935;2026-05-04;1;Beetje beter
100936;2026-03-02;2;
100936;2026-03-23;1;
100936;2026-04-06;2;
100937;2026-03-09;1;
100937;2026-03-16;1;Goed weekend gehad
100937;2026-04-13;1;Lekker bezig deze week
100937;2026-04-20;3;
100937;2026-04-27;1;
100938;2026-03-09;1;
100938;2026-03-16;1;
100938;2026-03-30;1;
100938;2026-04-06;2;
100938;2026-05-04;1;
100939;2026-03-30;2;
100939;2026-04-20;1;
100939;2026-05-04;1;Beetje beter
100940;2026-03-16;1;Lekker bezig deze week
100940;2026-03-23;1;
100940;2026-03-30;1;Stage gaat lekker
100940;2026-04-13;1;
100940;2026-04-20;1;
100940;2026-04-27;1;
100940;2026-05-04;1;
100941;2026-03-23;3;
100941;2026-04-06;1;Goed weekend gehad
100941;2026-04-13;1;Goed weekend gehad
100941;2026-04-27;1;Goed weekend gehad
100942;2026-03-09;1;Stage gaat lekker
100942;2026-03-16;1;
100942;2026-03-23;1;
100942;2026-03-30;2;
100942;2026-04-27;1;
100943;2026-03-16;1;
100943;2026-04-06;1;
100943;2026-05-04;2;
100944;2026-04-20;1;
100945;2026-03-02;1;
100945;2026-03-30;3;
100945;2026-04-13;1;
100945;2026-05-04;1;
100946;2026-03-02;2;
100946;2026-04-13;1;
100946;2026-04-20;1;
100946;2026-04-27;1;Tentamens zijn goed gegaan
100947;2026-03-02;2;
100947;2026-03-09;1;Lekker bezig deze week
100947;2026-03-16;1;
100947;2026-03-23;1;
100947;2026-05-04;2;
100948;2026-03-02;1;
100948;2026-03-09;1;
100948;2026-03-16;1;Tentamens zijn goed gegaan
100949;2026-03-16;1;Beetje beter
100949;2026-03-23;1;
100949;2026-04-06;1;Stage gaat lekker
100949;2026-04-20;1;
100949;2026-04-27;2;
100949;2026-05-04;1;
100950;2026-03-23;1;
100950;2026-04-13;2;
100950;2026-04-20;2;Privé dingen spelen
100951;2026-03-02;1;Tentamens zijn goed gegaan
100951;2026-03-16;1;Lekker bezig deze week
100951;2026-03-30;2;
100951;2026-04-13;1;
100952;2026-03-02;3;
100952;2026-03-09;2;Moeite met plannen
100952;2026-03-16;3;Ik weet niet meer of ik dit wil
100952;2026-03-23;3;
100952;2026-03-30;1;Stage gaat lekker
100953;2026-03-09;3;Veel privé gedoe
100953;2026-03-16;1;
100953;2026-03-30;2;Toetsen stapelen op
100953;2026-04-20;2;
100954;2026-04-20;1;Beetje beter
100954;2026-05-04;1;
100955;2026-03-09;1;
100955;2026-03-16;1;
100955;2026-03-23;1;
100955;2026-04-06;1;
100955;2026-05-04;1;Tentamens zijn goed gegaan
100956;2026-04-06;3;
100956;2026-04-20;1;
100957;2026-03-02;1;
100957;2026-03-09;1;
100957;2026-03-16;1;
100957;2026-04-13;1;Stage gaat lekker
100958;2026-03-02;2;
100958;2026-03-30;1;Lekker bezig deze week
100958;2026-04-13;3;Geen zin meer in school
100958;2026-05-04;1;Beetje beter
100959;2026-03-16;1;Stage gaat lekker
100959;2026-03-30;1;Lekker bezig deze week
100959;2026-04-20;1;
100959;2026-04-27;1;Lekker bezig deze week
100959;2026-05-04;1;Tentamens zijn goed gegaan
100960;2026-05-04;1;Lekker bezig deze week
100961;2026-03-02;1;Beetje beter
100961;2026-03-09;1;
100961;2026-03-23;1;
100961;2026-04-13;1;
100961;2026-05-04;1;Goed weekend gehad
100962;2026-03-02;2;Privé dingen spelen
100962;2026-03-09;3;
100962;2026-03-16;1;
100962;2026-03-23;1;
100962;2026-04-06;1;
100962;2026-04-13;2;
100962;2026-04-20;1;
100962;2026-04-27;2;Veel huiswerk deze week
100962;2026-05-04;1;
100963;2026-03-23;3;
100963;2026-03-30;2;Druk met stage
100963;2026-04-27;1;Goed weekend gehad
100963;2026-05-04;3;Conflict met stagebegeleider
100964;2026-03-16;1;
100964;2026-03-30;1;Beetje beter
100964;2026-04-20;1;
100965;2026-03-02;1;
100965;2026-03-09;1;
100965;2026-03-16;1;
100965;2026-03-23;2;
100965;2026-03-30;1;
100965;2026-04-20;1;
100965;2026-04-27;1;Stage gaat lekker
100965;2026-05-04;1;Goed weekend gehad
100966;2026-03-09;3;
100966;2026-03-23;1;Beetje beter
100966;2026-04-06;1;
100966;2026-04-20;1;
100967;2026-03-02;2;
100967;2026-03-09;2;
100967;2026-03-16;1;
100967;2026-03-23;1;
100967;2026-03-30;1;
100967;2026-04-20;2;
100967;2026-04-27;2;Moeite met plannen
100967;2026-05-04;2;
100968;2026-03-02;1;
100968;2026-04-13;1;Stage gaat lekker
100969;2026-03-02;1;
100969;2026-03-30;3;Conflict met stagebegeleider
100969;2026-04-06;1;Beetje beter
100969;2026-04-13;1;
100969;2026-04-20;2;Slechte nachtrust
100969;2026-04-27;1;
100969;2026-05-04;1;
100970;2026-03-02;1;
100970;2026-03-16;1;
100970;2026-04-20;2;
100970;2026-04-27;1;
100971;2026-03-02;1;
100971;2026-04-13;1;
100971;2026-04-20;1;
100971;2026-04-27;1;
100971;2026-05-04;1;
100972;2026-03-02;1;
100972;2026-03-23;1;
100972;2026-04-13;1;
100972;2026-04-20;3;
100972;2026-04-27;2;
100972;2026-05-04;1;
100973;2026-03-02;1;
100973;2026-03-23;1;
100973;2026-04-06;1;
100973;2026-04-27;1;
100974;2026-03-09;1;
100974;2026-03-30;1;Het loopt
100974;2026-04-13;1;Beetje beter
100974;2026-04-20;2;Moeite met plannen
100974;2026-04-27;1;
100974;2026-05-04;1;
100975;2026-03-02;1;
100975;2026-03-16;1;
100975;2026-03-23;1;
100975;2026-04-06;3;Echt te veel allemaal
100976;2026-03-02;1;
100976;2026-04-13;1;Beetje beter
100976;2026-04-27;1;
100976;2026-05-04;3;Nog steeds moeilijk
100977;2026-03-09;1;Lekker bezig deze week
100977;2026-03-16;3;Geen zin meer in school
100977;2026-03-23;1;
100977;2026-04-13;1;
100977;2026-04-20;1;
100977;2026-04-27;1;
100978;2026-03-02;1;
100978;2026-03-30;1;Lekker bezig deze week
100978;2026-04-20;3;
100978;2026-04-27;1;
100979;2026-03-02;1;
100979;2026-03-16;2;
100979;2026-03-23;1;
100979;2026-03-30;1;
100979;2026-04-06;1;
100979;2026-04-27;1;
100979;2026-05-04;3;Ik weet niet meer of ik dit wil
100980;2026-03-09;2;Niet helemaal lekker
100980;2026-03-16;3;
100980;2026-04-06;1;Beetje beter
100980;2026-04-13;1;
100980;2026-05-04;3;
100981;2026-03-02;1;
100981;2026-03-16;1;Lekker bezig deze week
100981;2026-03-30;1;
100981;2026-04-06;1;
100982;2026-03-02;1;
100982;2026-03-23;1;
100982;2026-03-30;1;
100982;2026-04-20;1;
100982;2026-04-27;1;Beetje beter
100983;2026-03-02;1;
100983;2026-03-16;1;
100983;2026-03-23;2;
100983;2026-04-06;1;
100983;2026-04-13;1;Tentamens zijn goed gegaan
100984;2026-03-02;1;
100984;2026-03-09;2;
100984;2026-03-30;1;
100984;2026-04-06;2;Veel huiswerk deze week
100984;2026-04-20;2;
100984;2026-04-27;1;Beetje beter
100984;2026-05-04;2;
100985;2026-03-09;1;
100985;2026-03-16;3;
100985;2026-03-23;2;Veel huiswerk deze week
100985;2026-04-20;2;
100985;2026-05-04;3;Stage loopt niet lekker
100986;2026-03-30;3;
100986;2026-04-13;2;Moeite met plannen
100987;2026-04-06;1;Goed weekend gehad
100987;2026-04-13;3;
100987;2026-04-20;1;Beetje beter
100987;2026-05-04;2;Privé dingen spelen
100988;2026-03-16;2;
100988;2026-03-23;1;
100988;2026-03-30;1;
100988;2026-05-04;1;
100989;2026-03-02;1;
100989;2026-03-30;2;Niet helemaal lekker
100989;2026-04-06;2;
100989;2026-04-27;1;Het loopt
100990;2026-03-02;1;Goed weekend gehad
100990;2026-03-30;3;
100990;2026-04-06;2;
100990;2026-04-20;2;Moeite met plannen
100990;2026-04-27;1;
100991;2026-03-02;1;
100991;2026-03-09;1;
100991;2026-04-06;1;
100991;2026-04-13;1;
100991;2026-04-20;2;
100991;2026-04-27;1;
100992;2026-03-02;2;
100992;2026-04-06;2;
100993;2026-03-16;1;
100993;2026-03-30;1;Lekker bezig deze week
100993;2026-05-04;1;
100994;2026-03-02;2;
100994;2026-03-09;2;
100994;2026-03-16;1;
100994;2026-03-30;2;Moeite met plannen
100994;2026-04-13;1;
100994;2026-04-20;1;Lekker bezig deze week
100994;2026-04-27;2;Toetsen stapelen op
100995;2026-03-09;1;
100995;2026-03-23;1;Lekker bezig deze week
100995;2026-03-30;1;
100995;2026-04-06;1;Tentamens zijn goed gegaan
